,執行單位,標案名稱,詳細連結
99,金門縣金湖鎮公所,108年度金湖鎮清淤改善工程(開口契約),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242428282A31&iprjno=1P1Q2620242629&iuid=3T3F4C4C3N4E3Q4A
100,金門縣金湖鎮公所,107年度金湖鎮農田排水改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242428282A31&iprjno=1P1Q2521232629&iuid=3T3F4C4C3N4E3Q4A
101,金門縣金湖鎮公所,金湖鎮溪邊順境宮周邊環境改善第二期工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242428282A31&iprjno=1P1Q252123262E&iuid=3T3F4C4C3N4E3Q4A
102,金門縣金湖鎮公所,金湖鎮湖前段194-1地號等處排水改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242428282A31&iprjno=1P1Q2521242527&iuid=3T3F4C4C3N4E3Q4A
103,金門縣金湖鎮公所,正義社區活動中心興建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242428282A31&iprjno=1P1Q242124242D&iuid=3T3F4C4C3N4E3Q4A
104,金門縣金湖鎮公所,金湖鎮金湖國民小學附設幼兒園大樓拆除工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242428282A31&iprjno=1P1Q2620292428&iuid=3T3F4C4C3N4E3Q4A
105,金門縣金湖鎮公所,108年度金湖鎮頹屋危屋處理作業工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242428282A31&iprjno=1P1Q262029242E&iuid=3T3F4C4C3N4E3Q4A
106,金門縣金湖鎮公所,料羅里農塘改善及蓮庵里公園營造工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242428282A31&iprjno=1P1Q262028242C&iuid=3T3F4C4C3N4E3Q4A
107,金門縣金湖鎮公所,金湖鎮蓮庵里周邊基礎設施及排水改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242428282A31&iprjno=1P1Q242028242A&iuid=3T3F4C4C3N4E3Q4A
108,金門縣金湖鎮公所,金湖鎮羅神父紀念公園等照明改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242428282A31&iprjno=1P1Q262027262E&iuid=3T3F4C4C3N4E3Q4A
109,金門縣金湖鎮公所,金湖鎮南雄聚落遊具設施及地坪排水改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242428282A31&iprjno=1P1Q262027262F&iuid=3T3F4C4C3N4E3Q4A
110,金門縣金湖鎮公所,金湖鎮新頭伍德宮觀景及展演平台工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242428282A31&iprjno=1P1Q2520242429&iuid=3T3F4C4C3N4E3Q4A
111,金門縣金湖鎮公所,新市社區活動中心興建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242428282A31&iprjno=1P1Q2520282626&iuid=3T3F4C4C3N4E3Q4A
112,金門縣金湖鎮公所,金門縣金湖社區福利大樓興建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242428282A31&iprjno=1P1Q252028262F&iuid=3T3F4C4C3N4E3Q4A
113,金門縣金湖鎮公所,金湖鎮復國墩營區活化再利用工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242428282A31&iprjno=1P1Q24202A262E&iuid=3T3F4C4C3N4E3Q4A
114,金門縣金湖鎮公所,埕下營區動物收容中心整修工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242428282A31&iprjno=1P1Q25202A242E&iuid=3T3F4C4C3N4E3Q4A
115,金門縣金湖鎮公所,新市里中正路等騎樓整平工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242428282A31&iprjno=1P1Q25202A262A&iuid=3T3F4C4C3N4E3Q4A
116,金門縣金湖鎮公所,金湖鎮鵲山教練場訓練設施改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242428282A31&iprjno=1P1Q252122262F&iuid=3T3F4C4C3N4E3Q4A
117,金門縣金湖鎮公所,107年新塘垃圾衛生掩埋場改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242428282A31&iprjno=1P1Q25202B2627&iuid=3T3F4C4C3N4E3Q4A
118,金門縣金湖鎮公所,后壟溪排水工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242428282A31&iprjno=1P1Q252122252C&iuid=3T3F4C4C3N4E3Q4A
119,金門縣金湖鎮公所,108年度金湖鎮雜項工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242428282A31&iprjno=1P1Q262026252E&iuid=3T3F4C4C3N4E3Q4A
120,交通部民用航空局,金門尚義機場海側護岸堤防設施工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2320282426282A36&iprjno=2D2D2F21222B2P2T2A2E&iuid=3T3F4C4C3N4E3Q4A
121,國立金門高級農工職業學校,農業水產教育館興建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1Q2731262A2D282A3K&iprjno=1P1Q252024242629&iuid=3T3F4C4C3N4E3Q4A
122,國立金門高級農工職業學校,餐廳裝修及環境改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1Q2731262A2D282A3K&iprjno=1P1Q2620272D26282F&iuid=3T3F4C4C3N4E3Q4A
123,國立金門高級農工職業學校,養殖場室外養殖池整建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1Q2731262A2D282A3K&iprjno=1P1Q25202424262A&iuid=3T3F4C4C3N4E3Q4A
124,國防部陸軍司令部,東山等5處營區電力整修,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1Q2324222426282A31&iprjno=1P1Q261R23252D292A2K2E2I2P2P2M2O2R303232&iuid=3T3F4C4C3N4E3Q4A
125,國防部陸軍司令部,W103-SW001軍事營區土壤及地下水汙染場址整治工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1Q2324222426282A31&iprjno=1P1Q241R23242F292A2I2E2G2P2R2Q2O2Q303232&iuid=3T3F4C4C3N4E3Q4A
126,國防部陸軍司令部,鑑潭山莊整修工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1Q2324222426282A31&iprjno=1P1Q261R23252D292A2K2E2I2J2T2T2O2Q363232&iuid=3T3F4C4C3N4E3Q4A
127,國防部陸軍司令部,長江營區地坪暨鋼棚整建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1Q2324222426282A31&iprjno=1P1Q261R23252D292A2K2E2G2I2O2N2O2Q2T3132&iuid=3T3F4C4C3N4E3Q4A
128,金門縣文化園區管理所,既有建築節能改善擴大計畫補助─外遮陽及戶外遮棚工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20243327282A2T&iprjno=2O1R1S282426272C2B2C2E2K2O&iuid=3T3F4C4C3N4E3Q4A
129,金門縣文化園區管理所,博物館中庭設施及休憩空間改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20243327282A2T&iprjno=2O1R1S272426272C2B2C2F2J2Q&iuid=3T3F4C4C3N4E3Q4A
130,金門縣文化園區管理所,園區暨博物館內外景觀藝術美化工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20243327282A2T&iprjno=2O1R1S272426272C2B2C2F2J2R&iuid=3T3F4C4C3N4E3Q4A
131,金門縣政府觀光處,獅山砲陣地坑內景點旅遊中心修繕修復工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242N2C282A47&iprjno=2O1R1S28232526292B2C2E2I2N&iuid=3T3F4C4C3N4E3Q4A
132,金門縣政府工務處建築工程科,鵲山營區新建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242M27372D47&iprjno=2O1R1S27232526292B2C2F2G2L&iuid=3T3F4C4C3N4E3Q4A
133,金門縣政府工務處建築工程科,金門縣金沙鎮衛生所新建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242M27372D47&iprjno=2O1R1S27232526292B2C2F2K2Q&iuid=3T3F4C4C3N4E3Q4A
134,金門縣政府工務處水利及下水道科,金沙溪流域水環境改善(第一期),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242M27372C47&iprjno=2O1R1S26232526292B2C2F2M2O&iuid=3T3F4C4C3N4E3Q4A
135,金門縣政府教育處,金門縣金沙鎮安瀾國民小學中棟教學大樓拆除重建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242L2F282A47&iprjno=2O1R1S26232526292B2C2F2O2O&iuid=3T3F4C4C3N4E3Q4A
136,金門縣政府建設處,金沙鎮和平街4號傳統建築物修復工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242L2B282A47&iprjno=2O1R1S27232526292B2C2E2I2Q&iuid=3T3F4C4C3N4E3Q4A
137,金門縣政府建設處,金沙鎮官澳15號傳統建築物修復工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242L2B282A47&iprjno=2O1R1S27232526292B2C2F2J2O&iuid=3T3F4C4C3N4E3Q4A
138,金門縣政府建設處,金沙鎮新前墩5、8號傳統建築物修復工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242L2B282A47&iprjno=2O1R1S28232526292B2C2E2H2P&iuid=3T3F4C4C3N4E3Q4A
139,金門縣政府建設處,金沙鎮新前墩7號傳統建築物修復工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242L2B282A47&iprjno=2O1R1S27232526292B2C2E2O2R&iuid=3T3F4C4C3N4E3Q4A
140,金門縣自來水廠,金門縣污泥減量乾燥設備統包工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242927282A3A&iprjno=1P1Q2520222D2A282C2I&iuid=3T3F4C4C3N4E3Q4A
141,金門縣自來水廠,擎天水庫周邊設施及蓄水範圍邊坡等改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242927282A3A&iprjno=2O1R1S282427262B2B2C2E2L2I&iuid=3T3F4C4C3N4E3Q4A
142,金門縣自來水廠,洋山淨水場、擎天配水池送水管新建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242927282A3A&iprjno=2O1R1S282427262B2B2C2E2K2M&iuid=3T3F4C4C3N4E3Q4A
143,金門縣自來水廠,洋山淨水場新建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242927282A3A&iprjno=1Q1Q1T27222A262D&iuid=3T3F4C4C3N4E3Q4A
144,金門縣林務所,森林生態導覽館新建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T2024262F282A35&iprjno=2O1R1S272426262H2B2C2F2M2J&iuid=3T3F4C4C3N4E3Q4A
145,金門縣林務所,金門縣林務所配電改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T2024262F282A35&iprjno=2O1R1S282426262H2B2C2E2N2R&iuid=3T3F4C4C3N4E3Q4A
146,金門縣林務所,金門縣林務所107年度園區整修工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T2024262F282A35&iprjno=2O1R1S272426262H2B2C2F2L2P&iuid=3T3F4C4C3N4E3Q4A
147,金門縣文化局,金門縣歷史建築何氏洋樓修繕暨活化工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T2024262A282A33&iprjno=2O1R1S272426262E2B2C2F2J2I&iuid=3T3F4C4C3N4E3Q4A
148,金門縣文化局,金門縣定古蹟大地吳心泉宅修復工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T2024262A282A33&iprjno=2O1R1S272426262E2B2C2F2I2O&iuid=3T3F4C4C3N4E3Q4A
149,金門縣環境保護局,106年金門縣既有廚餘堆肥場改善及擴建統包工程（含代操作營運）,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T2024252D282A37&iprjno=1P1Q24202B252B&iuid=3T3F4C4C3N4E3Q4A
150,金門縣金沙鎮公所建設課,金沙鎮大地活動中心周邊美化工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q262R2S242C292C&iuid=3T3F4C4C3N4E3Q4A
151,金門縣金沙鎮公所建設課,中蘭區排攔蓄水等排水改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q232R31242D282G&iuid=3T3F4C4C3N4E3Q4A
152,金門縣金沙鎮公所建設課,金沙鎮金山道殿前道路改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q252R2S24292B2A&iuid=3T3F4C4C3N4E3Q4A
153,金門縣金沙鎮公所建設課,西園路西園至浯坑路平改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q252R2S242A2A2E&iuid=3T3F4C4C3N4E3Q4A
154,金門縣金沙鎮公所建設課,官澳環海至光華路二段道路改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q252R2S242A2A2H&iuid=3T3F4C4C3N4E3Q4A
155,金門縣金沙鎮公所建設課,金沙鎮官澳龍鳳宮三期周邊環境改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q252R2S242D292G&iuid=3T3F4C4C3N4E3Q4A
156,金門縣金沙鎮公所建設課,金門縣金沙鎮田埔大地活動中心新建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q222R372528292B&iuid=3T3F4C4C3N4E3Q4A
157,金門縣金沙鎮公所建設課,金東戲院週邊環境改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=2B1R1S242228282F&iuid=3T3F4C4C3N4E3Q4A
158,金門縣金沙鎮公所建設課,108年度金沙鎮頹屋危屋處理作業工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q262R3124292A2H&iuid=3T3F4C4C3N4E3Q4A
159,金門縣金沙鎮公所建設課,108年度金沙鎮零星修繕及搶修工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q262R31242A292H&iuid=3T3F4C4C3N4E3Q4A
160,金門縣金沙鎮公所建設課,107年度何厝池塘改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q252R2S242C282H2931&iuid=3T3F4C4C3N4E3Q4A
161,金門縣金沙鎮公所建設課,金沙鎮堤南抽水站等處排水設施改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q262R2S2429292F2931&iuid=3T3F4C4C3N4E3Q4A
162,金門縣金沙鎮公所建設課,高坑基礎設施及排水改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q262R2S242B282J&iuid=3T3F4C4C3N4E3Q4A
163,金門縣金沙鎮公所建設課,金沙鎮西園里后珩現有圍牆整修工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q252R2S2526292H&iuid=3T3F4C4C3N4E3Q4A
164,金門縣金沙鎮公所建設課,107年度金沙鎮頹屋危屋處理作業工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q252R31242B292I&iuid=3T3F4C4C3N4E3Q4A
165,金門縣金沙鎮公所建設課,金沙鎮斗門劃測段700號等水溝及地坪改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q252R2S242F292A&iuid=3T3F4C4C3N4E3Q4A
166,金門縣金沙鎮公所建設課,金沙鎮東珩環境改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q252R2S242E2A2D&iuid=3T3F4C4C3N4E3Q4A
167,金門縣金沙鎮公所建設課,106年度金沙鎮浯坑聚落整建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q252R2S242C292D&iuid=3T3F4C4C3N4E3Q4A
168,金門縣金沙鎮公所建設課,金沙鎮后水頭聯外道路改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q252R2S242F292C&iuid=3T3F4C4C3N4E3Q4A
169,金門縣金沙鎮公所建設課,108年金沙鎮疏濬清淤改善工程(開口契約),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q262R3124282A2H&iuid=3T3F4C4C3N4E3Q4A
170,金門縣金沙鎮公所建設課,金沙鎮新前墩及東沙尾聚落環境改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q252R2S25272A2B&iuid=3T3F4C4C3N4E3Q4A
171,金門縣金沙鎮公所建設課,金沙鎮東蕭排水溝護岸改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q252R2S2527292H&iuid=3T3F4C4C3N4E3Q4A
172,金門縣金沙鎮公所建設課,洋山海堤聯外道路改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q252R2S25262A2G2931&iuid=3T3F4C4C3N4E3Q4A
173,金門縣金沙鎮公所建設課,金沙鎮金沙國中至菜市場道路改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q252R2S25262A2B&iuid=3T3F4C4C3N4E3Q4A
174,金門縣金沙鎮公所建設課,浦邊區域排水及周邊親水環境改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q252R2S242E292H2931&iuid=3T3F4C4C3N4E3Q4A
175,金門縣金沙鎮公所建設課,金沙鎮107年度東山、內洋聚落環境改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q252R2S242F282E&iuid=3T3F4C4C3N4E3Q4A
176,金門縣金沙鎮公所建設課,金門縣金沙鎮后浦頭暨五福街活動中心興建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q252R2S25262F&iuid=3T3F4C4C3N4E3Q4A
177,金門縣金沙鎮公所建設課,107年度金沙鎮官嶼里零星整建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q252R2S242D2A2E&iuid=3T3F4C4C3N4E3Q4A
178,金門縣金沙鎮公所建設課,青嶼聚落環境改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q252R2S242B2A2G2931&iuid=3T3F4C4C3N4E3Q4A
179,金門縣金沙鎮公所建設課,107年度西山前聚落環境改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372F31&iprjno=1P1Q252R2S2526282C2931&iuid=3T3F4C4C3N4E3Q4A
180,金門縣金沙鎮公所農業觀光課,金沙鎮斗門七星池整建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372D31&iprjno=2L2D3421222B262A2E&iuid=3T3F4C4C3N4E3Q4A
181,金門縣金沙鎮公所農業觀光課,金沙鎮浦邊出海口道路改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372D31&iprjno=2L2D3421222B26292I&iuid=3T3F4C4C3N4E3Q4A
182,金門縣金沙鎮公所農業觀光課,金沙鎮沙碧劃段501、466等地號產業道路新建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372D31&iprjno=2L2D3421222B262A2F&iuid=3T3F4C4C3N4E3Q4A
183,金門縣金沙鎮公所農業觀光課,金沙鎮沙溪一劃段715地號農田排水暨產業道路整建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372D31&iprjno=2L2D3421222B262A2I&iuid=3T3F4C4C3N4E3Q4A
184,金門縣金沙鎮公所農業觀光課,高坑登山步道及周邊環境整建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372D31&iprjno=2L2D3421222B262B2A&iuid=3T3F4C4C3N4E3Q4A
185,金門縣金沙鎮公所農業觀光課,金沙鎮大山段410-1地號排水改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372D31&iprjno=2L2D3421222B262A2J&iuid=3T3F4C4C3N4E3Q4A
186,金門縣金沙鎮公所農業觀光課,金沙鎮北九劃段1446等地號農田排水暨產業道路整建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372D31&iprjno=2L2D3421222B262A2D&iuid=3T3F4C4C3N4E3Q4A
187,金門縣金沙鎮公所農業觀光課,金沙鎮浯坑劃測段443-1地號農田排水改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372D31&iprjno=2L2D3421222B262A2C&iuid=3T3F4C4C3N4E3Q4A
188,金門縣金沙鎮公所農業觀光課,金沙鎮汶沙里農田排水暨產業道路整建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372D31&iprjno=2L2D3421222B26292D&iuid=3T3F4C4C3N4E3Q4A
189,金門縣金沙鎮公所農業觀光課,內洋靶場至環島東路聯外道路拓寬工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372D31&iprjno=2L2D3421222B262A2H&iuid=3T3F4C4C3N4E3Q4A
190,金門縣金沙鎮公所農業觀光課,107年度多年段1353-1地號產業道路修繕工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372D31&iprjno=2L2D3421222B262A2G&iuid=3T3F4C4C3N4E3Q4A
191,金門縣金沙鎮公所農業觀光課,金沙溪周邊農田排水改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372D31&iprjno=2L2D3421222B26292C&iuid=3T3F4C4C3N4E3Q4A
192,金門縣金沙鎮公所農業觀光課,金沙鎮公用停車場新建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372D31&iprjno=2L2D3421222B26282D&iuid=3T3F4C4C3N4E3Q4A
193,金門縣金沙鎮公所農業觀光課,金沙鎮中蘭聚落聯外道路改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372D31&iprjno=2L2D3421222B26282E&iuid=3T3F4C4C3N4E3Q4A
194,金門縣金沙鎮公所農業觀光課,大士宮右前側新建涼亭周邊綠美化工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372D31&iprjno=2L2D3421222B26292H&iuid=3T3F4C4C3N4E3Q4A
195,金門縣金沙鎮公所農業觀光課,金沙鎮斗門劃測段35-2地號農田排水暨產業道路整建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372D31&iprjno=2L2D3421222B262A2B&iuid=3T3F4C4C3N4E3Q4A
196,金門縣金沙鎮公所農業觀光課,金沙鎮劉澳出海口道路整建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372D31&iprjno=2L2D3421222B262A2A&iuid=3T3F4C4C3N4E3Q4A
197,金門縣金沙鎮公所農業觀光課,西園五龍山成功堡碉堡環境改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372D31&iprjno=2L2D3421222B26292J&iuid=3T3F4C4C3N4E3Q4A
198,金門縣金沙鎮公所農業觀光課,三山里、大洋里道路整建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242429372D31&iprjno=2L2D3421222C26282C&iuid=3T3F4C4C3N4E3Q4A
199,國防部陸軍司令部,洋西一及金剛六營區整修工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1Q2324222426282A31&iprjno=1P1Q261R23252D292A2K2E2N2O2L302O2Q303232&iuid=3T3F4C4C3N4E3Q4A
200,金門縣政府觀光處,金城鎮公所周邊延伸平面式公共停車場工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242N2C282A47&iprjno=2O1R1S28232526292B2C2E2J2O&iuid=3T3F4C4C3N4E3Q4A
201,金門縣政府社會處,金門縣金城鎮珠山日間照顧中心室內裝修設計工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242M2F282A47&iprjno=2O1R1S26232526292B2C2F2L2M&iuid=3T3F4C4C3N4E3Q4A
202,金門縣政府工務處建築工程科,金門縣議會生活館暨警衛室新建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242M27372D47&iprjno=2O1R1S26232526292B2C2F2O2L&iuid=3T3F4C4C3N4E3Q4A
203,金門縣政府工務處建築工程科,金門縣金城綜合社會福利館新建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242M27372D47&iprjno=2O1R1S26232526292B2C2F2M2L&iuid=3T3F4C4C3N4E3Q4A
204,金門縣政府工務處土木工程科,民權路法院至中華電信前人行道改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R231T20242M27372B47&iprjno=2O1R1S28232526292B2C2E2K2P&iuid=3T3F4C4C3N4E3Q4A
